budget,calls,category,correct,family,input_tokens,judgments,method,mode,output_tokens,plan_id,reference_feasible,remaining,scenario_id
4,4,correct_feasible_plan,True,timing,9032,0,D,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
0,4,correct_feasible_plan,True,timing,9032,0,E,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
0,4,correct_feasible_plan,True,timing,9032,0,E,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
1,4,correct_feasible_plan,True,timing,9032,0,E,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
1,4,correct_feasible_plan,True,timing,9032,0,E,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
2,4,correct_feasible_plan,True,timing,9032,0,E,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
2,4,correct_feasible_plan,True,timing,9032,0,E,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
4,4,correct_feasible_plan,True,timing,9032,0,E,model,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
4,4,correct_feasible_plan,True,timing,9032,0,E,oracle,532,4295f3ea23e2bc8a76cf,True,1,pilot-31
0,1,correct_feasible_plan,True,timing,2258,0,A,model,139,4295f3ea23e2bc8a76cf,True,,pilot-31
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,D,model,686,8b422de494543afacba4,True,2,pilot-32
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,D,oracle,686,8b422de494543afacba4,True,2,pilot-32
1,5,correct_feasible_plan,True,mode_exclusion,9701,1,D,model,762,dd6cd859e42b9fcf6ac5,True,1,pilot-32
1,4,correct_feasible_plan,True,mode_exclusion,9052,1,D,oracle,686,dd6cd859e42b9fcf6ac5,True,1,pilot-32
2,5,correct_feasible_plan,True,mode_exclusion,9701,1,D,model,762,dd6cd859e42b9fcf6ac5,True,1,pilot-32
2,4,correct_feasible_plan,True,mode_exclusion,9052,1,D,oracle,686,dd6cd859e42b9fcf6ac5,True,1,pilot-32
4,5,correct_feasible_plan,True,mode_exclusion,9701,1,D,model,762,dd6cd859e42b9fcf6ac5,True,1,pilot-32
4,4,correct_feasible_plan,True,mode_exclusion,9052,1,D,oracle,686,dd6cd859e42b9fcf6ac5,True,1,pilot-32
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,E,model,686,8b422de494543afacba4,True,2,pilot-32
0,4,correct_feasible_plan,True,mode_exclusion,9052,0,E,oracle,686,8b422de494543afacba4,True,2,pilot-32
1,5,correct_feasible_plan,True,mode_exclusion,9701,1,E,model,762,dd6cd859e42b9fcf6ac5,True,1,pilot-32
1,4,correct_feasible_plan,True,mode_exclusion,9052,1,E,oracle,686,dd6cd859e42b9fcf6ac5,True,1,pilot-32
2,5,correct_feasible_plan,True,mode_exclusion,9701,1,E,model,762,dd6cd859e42b9fcf6ac5,True,1,pilot-32
2,4,correct_feasible_plan,True,mode_exclusion,9052,1,E,oracle,686,dd6cd859e42b9fcf6ac5,True,1,pilot-32
4,5,correct_feasible_plan,True,mode_exclusion,9701,1,E,model,762,dd6cd859e42b9fcf6ac5,True,1,pilot-32
4,4,correct_feasible_plan,True,mode_exclusion,9052,1,E,oracle,686,dd6cd859e42b9fcf6ac5,True,1,pilot-32
0,1,correct_feasible_plan,True,mode_exclusion,2263,0,A,model,167,8b422de494543afacba4,True,,pilot-32
0,4,invalid_model_output,False,infeasible,9032,0,D,model,171,,False,0,pilot-33
0,4,invalid_model_output,False,infeasible,9032,0,D,oracle,171,,False,0,pilot-33
1,4,invalid_model_output,False,infeasible,9032,0,D,model,171,,False,0,pilot-33
1,4,invalid_model_output,False,infeasible,9032,0,D,oracle,171,,False,0,pilot-33
2,4,invalid_model_output,False,infeasible,9032,0,D,model,171,,False,0,pilot-33
2,4,invalid_model_output,False,infeasible,9032,0,D,oracle,171,,False,0,pilot-33
4,4,invalid_model_output,False,infeasible,9032,0,D,model,171,,False,0,pilot-33
4,4,invalid_model_output,False,infeasible,9032,0,D,oracle,171,,False,0,pilot-33
0,4,invalid_model_output,False,infeasible,9032,0,E,model,171,,False,0,pilot-33
0,4,invalid_model_output,False,infeasible,9032,0,E,oracle,171,,False,0,pilot-33
1,4,invalid_model_output,False,infeasible,9032,0,E,model,171,,False,0,pilot-33
1,4,invalid_model_output,False,infeasible,9032,0,E,oracle,171,,False,0,pilot-33
2,4,invalid_model_output,False,infeasible,9032,0,E,model,171,,False,0,pilot-33
2,4,invalid_model_output,False,infeasible,9032,0,E,oracle,171,,False,0,pilot-33
4,4,invalid_model_output,False,infeasible,9032,0,E,model,171,,False,0,pilot-33
4,4,invalid_model_output,False,infeasible,9032,0,E,oracle,171,,False,0,pilot-33
0,1,invalid_model_output,False,infeasible,2258,0,A,model,45,,False,,pilot-33
0,4,incorrect_plan,False,transfers,8996,0,D,model,515,090d964b9fb94a3803e6,True,4,pilot-34
0,4,incorrect_plan,False,transfers,8996,0,D,oracle,515,090d964b9fb94a3803e6,True,4,pilot-34
1,5,incorrect_plan,False,transfers,9543,1,D,model,577,090d964b9fb94a3803e6,True,2,pilot-34
1,4,incorrect_plan,False,transfers,8996,1,D,oracle,515,090d964b9fb94a3803e6,True,2,pilot-34
2,6,incorrect_plan,False,transfers,10090,2,D,model,638,090d964b9fb94a3803e6,True,1,pilot-34
2,4,correct_feasible_plan,True,transfers,8996,2,D,oracle,515,07a6773b6185c97c2900,True,1,pilot-34
4,6,incorrect_plan,False,transfers,10090,2,D,model,638,090d964b9fb94a3803e6,True,1,pilot-34
4,4,correct_feasible_plan,True,transfers,8996,2,D,oracle,515,07a6773b6185c97c2900,True,1,pilot-34
0,4,incorrect_plan,False,transfers,8996,0,E,model,515,090d964b9fb94a3803e6,True,4,pilot-34
0,4,incorrect_plan,False,transfers,8996,0,E,oracle,515,090d964b9fb94a3803e6,True,4,pilot-34
1,5,incorrect_plan,False,transfers,9543,1,E,model,577,090d964b9fb94a3803e6,True,2,pilot-34
1,4,incorrect_plan,False,transfers,8996,1,E,oracle,515,090d964b9fb94a3803e6,True,2,pilot-34
2,6,incorrect_plan,False,transfers,10090,2,E,model,638,090d964b9fb94a3803e6,True,1,pilot-34
2,4,correct_feasible_plan,True,transfers,8996,2,E,oracle,515,07a6773b6185c97c2900,True,1,pilot-34
4,6,incorrect_plan,False,transfers,10090,2,E,model,638,090d964b9fb94a3803e6,True,1,pilot-34
4,4,correct_feasible_plan,True,transfers,8996,2,E,oracle,515,07a6773b6185c97c2900,True,1,pilot-34
0,1,incorrect_plan,False,transfers,2249,0,A,model,122,090d964b9fb94a3803e6,True,,pilot-34
0,4,incorrect_plan,False,scope,9500,0,D,model,496,0e85dcd1705addd255ea,True,1,pilot-35
0,4,incorrect_plan,False,scope,9500,0,D,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
1,4,incorrect_plan,False,scope,9500,0,D,model,496,0e85dcd1705addd255ea,True,1,pilot-35
1,4,incorrect_plan,False,scope,9500,0,D,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
2,4,incorrect_plan,False,scope,9500,0,D,model,496,0e85dcd1705addd255ea,True,1,pilot-35
2,4,incorrect_plan,False,scope,9500,0,D,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
4,4,incorrect_plan,False,scope,9500,0,D,model,496,0e85dcd1705addd255ea,True,1,pilot-35
4,4,incorrect_plan,False,scope,9500,0,D,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
0,4,incorrect_plan,False,scope,9500,0,E,model,496,0e85dcd1705addd255ea,True,1,pilot-35
0,4,incorrect_plan,False,scope,9500,0,E,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
1,4,incorrect_plan,False,scope,9500,0,E,model,496,0e85dcd1705addd255ea,True,1,pilot-35
1,4,incorrect_plan,False,scope,9500,0,E,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
2,4,incorrect_plan,False,scope,9500,0,E,model,496,0e85dcd1705addd255ea,True,1,pilot-35
2,4,incorrect_plan,False,scope,9500,0,E,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
4,4,incorrect_plan,False,scope,9500,0,E,model,496,0e85dcd1705addd255ea,True,1,pilot-35
4,4,incorrect_plan,False,scope,9500,0,E,oracle,496,0e85dcd1705addd255ea,True,1,pilot-35
0,1,incorrect_plan,False,scope,2375,0,A,model,121,0e85dcd1705addd255ea,True,,pilot-35
0,4,correct_feasible_plan,True,timing,9040,0,D,model,532,410d090731a809d0d7d1,True,2,pilot-36
0,4,correct_feasible_plan,True,timing,9040,0,D,oracle,532,410d090731a809d0d7d1,True,2,pilot-36
1,5,correct_feasible_plan,True,timing,9602,1,D,model,625,410d090731a809d0d7d1,True,1,pilot-36
1,4,correct_feasible_plan,True,timing,9040,1,D,oracle,532,410d090731a809d0d7d1,True,1,pilot-36
2,5,correct_feasible_plan,True,timing,9602,1,D,model,625,410d090731a809d0d7d1,True,1,pilot-36
2,4,correct_feasible_plan,True,timing,9040,1,D,oracle,532,410d090731a809d0d7d1,True,1,pilot-36
4,5,correct_feasible_plan,True,timing,9602,1,D,model,625,410d090731a809d0d7d1,True,1,pilot-36
4,4,correct_feasible_plan,True,timing,9040,1,D,oracle,532,410d090731a809d0d7d1,True,1,pilot-36
0,4,correct_feasible_plan,True,timing,9040,0,E,model,532,410d090731a809d0d7d1,True,2,pilot-36
0,4,correct_feasible_plan,True,timing,9040,0,E,oracle,532,410d090731a809d0d7d1,True,2,pilot-36
1,5,correct_feasible_plan,True,timing,9602,1,E,model,625,410d090731a809d0d7d1,True,1,pilot-36
1,4,correct_feasible_plan,True,timing,9040,1,E,oracle,532,410d090731a809d0d7d1,True,1,pilot-36
2,5,correct_feasible_plan,True,timing,9602,1,E,model,625,410d090731a809d0d7d1,True,1,pilot-36
2,4,correct_feasible_plan,True,timing,9040,1,E,oracle,532,410d090731a809d0d7d1,True,1,pilot-36
4,5,correct_feasible_plan,True,timing,9602,1,E,model,625,410d090731a809d0d7d1,True,1,pilot-36
4,4,correct_feasible_plan,True,timing,9040,1,E,oracle,532,410d090731a809d0d7d1,True,1,pilot-36
0,1,correct_feasible_plan,True,timing,2260,0,A,model,139,410d090731a809d0d7d1,True,,pilot-36
0,4,correct_feasible_plan,True,mode_exclusion,9044,0,D,model,686,4e0b535d27d1f3fa24fe,True,4,pilot-37
0,4,correct_feasible_plan,True,mode_exclusion,9044,0,D,oracle,686,4e0b535d27d1f3fa24fe,True,4,pilot-37
1,5,correct_feasible_plan,True,mode_exclusion,9600,1,D,model,807,4e0b535d27d1f3fa24fe,True,2,pilot-37
1,4,correct_feasible_plan,True,mode_exclusion,9044,1,D,oracle,686,4e0b535d27d1f3fa24fe,True,2,pilot-37
2,6,correct_feasible_plan,True,mode_exclusion,10159,2,D,model,867,4e0b535d27d1f3fa24fe,True,1,pilot-37
2,4,correct_feasible_plan,True,mode_exclusion,9044,2,D,oracle,686,4e0b535d27d1f3fa24fe,True,1,pilot-37
4,6,correct_feasible_plan,True,mode_exclusion,10159,2,D,model,867,4e0b535d27d1f3fa24fe,True,1,pilot-37
4,4,correct_feasible_plan,True,mode_exclusion,9044,2,D,oracle,686,4e0b535d27d1f3fa24fe,True,1,pilot-37
0,4,correct_feasible_plan,True,mode_exclusion,9044,0,E,model,686,4e0b535d27d1f3fa24fe,True,4,pilot-37
0,4,correct_feasible_plan,True,mode_exclusion,9044,0,E,oracle,686,4e0b535d27d1f3fa24fe,True,4,pilot-37
1,5,correct_feasible_plan,True,mode_exclusion,9604,1,E,model,787,4a89a06ba5058ef4ccea,True,1,pilot-37
1,4,correct_feasible_plan,True,mode_exclusion,9044,1,E,oracle,686,4e0b535d27d1f3fa24fe,True,3,pilot-37
2,5,correct_feasible_plan,True,mode_exclusion,9604,1,E,model,787,4a89a06ba5058ef4ccea,True,1,pilot-37
2,4,correct_feasible_plan,True,mode_exclusion,9044,2,E,oracle,686,4e0b535d27d1f3fa24fe,True,2,pilot-37
4,5,correct_feasible_plan,True,mode_exclusion,9604,1,E,model,787,4a89a06ba5058ef4ccea,True,1,pilot-37
4,4,correct_feasible_plan,True,mode_exclusion,9044,3,E,oracle,686,4e0b535d27d1f3fa24fe,True,1,pilot-37
0,1,correct_feasible_plan,True,mode_exclusion,2261,0,A,model,167,4e0b535d27d1f3fa24fe,True,,pilot-37
0,4,correct_feasible_plan,True,ordered_visits,9060,0,D,model,833,23907dde75ed497713e9,True,2,pilot-38
0,4,correct_feasible_plan,True,ordered_visits,9060,0,D,oracle,833,23907dde75ed497713e9,True,2,pilot-38
1,5,correct_feasible_plan,True,ordered_visits,9641,1,D,model,888,23907dde75ed497713e9,True,1,pilot-38
1,4,correct_feasible_plan,True,ordered_visits,9060,1,D,oracle,833,23907dde75ed497713e9,True,1,pilot-38
2,5,correct_feasible_plan,True,ordered_visits,9641,1,D,model,888,23907dde75ed497713e9,True,1,pilot-38
2,4,correct_feasible_plan,True,ordered_visits,9060,1,D,oracle,833,23907dde75ed497713e9,True,1,pilot-38
4,5,correct_feasible_plan,True,ordered_visits,9641,1,D,model,888,23907dde75ed497713e9,True,1,pilot-38
4,4,correct_feasible_plan,True,ordered_visits,9060,1,D,oracle,833,23907dde75ed497713e9,True,1,pilot-38
0,4,correct_feasible_plan,True,ordered_visits,9060,0,E,model,833,23907dde75ed497713e9,True,2,pilot-38
0,4,correct_feasible_plan,True,ordered_visits,9060,0,E,oracle,833,23907dde75ed497713e9,True,2,pilot-38
1,5,correct_feasible_plan,True,ordered_visits,9641,1,E,model,888,23907dde75ed497713e9,True,1,pilot-38
1,4,correct_feasible_plan,True,ordered_visits,9060,1,E,oracle,833,23907dde75ed497713e9,True,1,pilot-38
2,5,correct_feasible_plan,True,ordered_visits,9641,1,E,model,888,23907dde75ed497713e9,True,1,pilot-38
2,4,correct_feasible_plan,True,ordered_visits,9060,1,E,oracle,833,23907dde75ed497713e9,True,1,pilot-38
4,5,correct_feasible_plan,True,ordered_visits,9641,1,E,model,888,23907dde75ed497713e9,True,1,pilot-38
4,4,correct_feasible_plan,True,ordered_visits,9060,1,E,oracle,833,23907dde75ed497713e9,True,1,pilot-38
0,1,correct_feasible_plan,True,ordered_visits,2265,0,A,model,244,23907dde75ed497713e9,True,,pilot-38
0,4,correct_feasible_plan,True,transfers,8996,0,D,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
0,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
1,4,correct_feasible_plan,True,transfers,8996,0,D,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
1,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
2,4,correct_feasible_plan,True,transfers,8996,0,D,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
2,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
4,4,correct_feasible_plan,True,transfers,8996,0,D,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
4,4,correct_feasible_plan,True,transfers,8996,0,D,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
0,4,correct_feasible_plan,True,transfers,8996,0,E,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
0,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
1,4,correct_feasible_plan,True,transfers,8996,0,E,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
1,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
2,4,correct_feasible_plan,True,transfers,8996,0,E,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
2,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
4,4,correct_feasible_plan,True,transfers,8996,0,E,model,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
4,4,correct_feasible_plan,True,transfers,8996,0,E,oracle,540,10ca5f2b2301e3f62b1a,True,1,pilot-39
0,1,correct_feasible_plan,True,transfers,2249,0,A,model,135,10ca5f2b2301e3f62b1a,True,,pilot-39
0,4,false_infeasibility,False,scope,9476,0,D,model,665,,True,2,pilot-40
0,4,false_infeasibility,False,scope,9476,0,D,oracle,665,,True,2,pilot-40
1,5,false_infeasibility,False,scope,10303,1,D,model,752,,True,1,pilot-40
1,4,correct_feasible_plan,True,scope,9476,1,D,oracle,665,2e9a70b24d38013ed435,True,1,pilot-40
2,5,false_infeasibility,False,scope,10303,1,D,model,752,,True,1,pilot-40
2,4,correct_feasible_plan,True,scope,9476,1,D,oracle,665,2e9a70b24d38013ed435,True,1,pilot-40
4,5,false_infeasibility,False,scope,10303,1,D,model,752,,True,1,pilot-40
4,4,correct_feasible_plan,True,scope,9476,1,D,oracle,665,2e9a70b24d38013ed435,True,1,pilot-40
0,4,false_infeasibility,False,scope,9476,0,E,model,665,,True,2,pilot-40
0,4,false_infeasibility,False,scope,9476,0,E,oracle,665,,True,2,pilot-40
1,5,false_infeasibility,False,scope,10303,1,E,model,752,,True,1,pilot-40
1,4,correct_feasible_plan,True,scope,9476,1,E,oracle,665,2e9a70b24d38013ed435,True,1,pilot-40
2,5,false_infeasibility,False,scope,10303,1,E,model,752,,True,1,pilot-40
2,4,correct_feasible_plan,True,scope,9476,1,E,oracle,665,2e9a70b24d38013ed435,True,1,pilot-40
4,5,false_infeasibility,False,scope,10303,1,E,model,752,,True,1,pilot-40
4,4,correct_feasible_plan,True,scope,9476,1,E,oracle,665,2e9a70b24d38013ed435,True,1,pilot-40
0,1,false_infeasibility,False,scope,2369,0,A,model,166,,True,,pilot-40
0,4,invalid_model_output,False,infeasible,9048,0,D,model,189,,False,0,pilot-41
0,4,invalid_model_output,False,infeasible,9048,0,D,oracle,189,,False,0,pilot-41
1,4,invalid_model_output,False,infeasible,9048,0,D,model,189,,False,0,pilot-41
1,4,invalid_model_output,False,infeasible,9048,0,D,oracle,189,,False,0,pilot-41
2,4,invalid_model_output,False,infeasible,9048,0,D,model,189,,False,0,pilot-41
2,4,invalid_model_output,False,infeasible,9048,0,D,oracle,189,,False,0,pilot-41
4,4,invalid_model_output,False,infeasible,9048,0,D,model,189,,False,0,pilot-41
4,4,invalid_model_output,False,infeasible,9048,0,D,oracle,189,,False,0,pilot-41
0,4,invalid_model_output,False,infeasible,9048,0,E,model,189,,False,0,pilot-41
0,4,invalid_model_output,False,infeasible,9048,0,E,oracle,189,,False,0,pilot-41
1,4,invalid_model_output,False,infeasible,9048,0,E,model,189,,False,0,pilot-41
1,4,invalid_model_output,False,infeasible,9048,0,E,oracle,189,,False,0,pilot-41
2,4,invalid_model_output,False,infeasible,9048,0,E,model,189,,False,0,pilot-41
2,4,invalid_model_output,False,infeasible,9048,0,E,oracle,189,,False,0,pilot-41
4,4,invalid_model_output,False,infeasible,9048,0,E,model,189,,False,0,pilot-41
4,4,invalid_model_output,False,infeasible,9048,0,E,oracle,189,,False,0,pilot-41
0,1,invalid_model_output,False,infeasible,2262,0,A,model,37,,False,,pilot-41
0,4,correct_feasible_plan,True,mode_exclusion,9048,0,D,model,704,056694a7849798a5ed53,True,2,pilot-42
0,4,correct_feasible_plan,True,mode_exclusion,9048,0,D,oracle,704,056694a7849798a5ed53,True,2,pilot-42
1,5,correct_feasible_plan,True,mode_exclusion,9650,1,D,model,790,056694a7849798a5ed53,True,1,pilot-42
1,4,correct_feasible_plan,True,mode_exclusion,9048,1,D,oracle,704,056694a7849798a5ed53,True,1,pilot-42
2,5,correct_feasible_plan,True,mode_exclusion,9650,1,D,model,790,056694a7849798a5ed53,True,1,pilot-42
2,4,correct_feasible_plan,True,mode_exclusion,9048,1,D,oracle,704,056694a7849798a5ed53,True,1,pilot-42
4,5,correct_feasible_plan,True,mode_exclusion,9650,1,D,model,790,056694a7849798a5ed53,True,1,pilot-42
4,4,correct_feasible_plan,True,mode_exclusion,9048,1,D,oracle,704,056694a7849798a5ed53,True,1,pilot-42
0,4,correct_feasible_plan,True,mode_exclusion,9048,0,E,model,704,056694a7849798a5ed53,True,2,pilot-42
0,4,correct_feasible_plan,True,mode_exclusion,9048,0,E,oracle,704,056694a7849798a5ed53,True,2,pilot-42
1,5,correct_feasible_plan,True,mode_exclusion,9650,1,E,model,790,056694a7849798a5ed53,True,1,pilot-42
1,4,correct_feasible_plan,True,mode_exclusion,9048,1,E,oracle,704,056694a7849798a5ed53,True,1,pilot-42
2,5,correct_feasible_plan,True,mode_exclusion,9650,1,E,model,790,056694a7849798a5ed53,True,1,pilot-42
2,4,correct_feasible_plan,True,mode_exclusion,9048,1,E,oracle,704,056694a7849798a5ed53,True,1,pilot-42
4,5,correct_feasible_plan,True,mode_exclusion,9650,1,E,model,790,056694a7849798a5ed53,True,1,pilot-42
4,4,correct_feasible_plan,True,mode_exclusion,9048,1,E,oracle,704,056694a7849798a5ed53,True,1,pilot-42
0,1,correct_feasible_plan,True,mode_exclusion,2262,0,A,model,185,056694a7849798a5ed53,True,,pilot-42
0,4,correct_feasible_plan,True,ordered_visits,9020,0,D,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
0,4,correct_feasible_plan,True,ordered_visits,9020,0,D,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
1,4,correct_feasible_plan,True,ordered_visits,9020,0,D,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
1,4,correct_feasible_plan,True,ordered_visits,9020,0,D,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
2,4,correct_feasible_plan,True,ordered_visits,9020,0,D,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
2,4,correct_feasible_plan,True,ordered_visits,9020,0,D,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
4,4,correct_feasible_plan,True,ordered_visits,9020,0,D,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
4,4,correct_feasible_plan,True,ordered_visits,9020,0,D,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
0,4,correct_feasible_plan,True,ordered_visits,9020,0,E,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
0,4,correct_feasible_plan,True,ordered_visits,9020,0,E,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
1,4,correct_feasible_plan,True,ordered_visits,9020,0,E,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
1,4,correct_feasible_plan,True,ordered_visits,9020,0,E,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
2,4,correct_feasible_plan,True,ordered_visits,9020,0,E,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
2,4,correct_feasible_plan,True,ordered_visits,9020,0,E,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
4,4,correct_feasible_plan,True,ordered_visits,9020,0,E,model,880,0ae35fdf87458ed5147e,True,1,pilot-43
4,4,correct_feasible_plan,True,ordered_visits,9020,0,E,oracle,880,0ae35fdf87458ed5147e,True,1,pilot-43
0,1,correct_feasible_plan,True,ordered_visits,2255,0,A,model,243,0ae35fdf87458ed5147e,True,,pilot-43
0,4,correct_feasible_plan,True,timing,9032,0,D,model,532,fe66fe1966b248b6f9a8,True,2,pilot-44
0,4,correct_feasible_plan,True,timing,9032,0,D,oracle,532,fe66fe1966b248b6f9a8,True,2,pilot-44
1,5,correct_feasible_plan,True,timing,9515,1,D,model,590,fe66fe1966b248b6f9a8,True,1,pilot-44
1,4,correct_feasible_plan,True,timing,9032,1,D,oracle,532,fe66fe1966b248b6f9a8,True,1,pilot-44
2,5,correct_feasible_plan,True,timing,9515,1,D,model,590,fe66fe1966b248b6f9a8,True,1,pilot-44
2,4,correct_feasible_plan,True,timing,9032,1,D,oracle,532,fe66fe1966b248b6f9a8,True,1,pilot-44
4,5,correct_feasible_plan,True,timing,9515,1,D,model,590,fe66fe1966b248b6f9a8,True,1,pilot-44
4,4,correct_feasible_plan,True,timing,9032,1,D,oracle,532,fe66fe1966b248b6f9a8,True,1,pilot-44
0,4,correct_feasible_plan,True,timing,9032,0,E,model,532,fe66fe1966b248b6f9a8,True,2,pilot-44
0,4,correct_feasible_plan,True,timing,9032,0,E,oracle,532,fe66fe1966b248b6f9a8,True,2,pilot-44
1,5,correct_feasible_plan,True,timing,9515,1,E,model,590,fe66fe1966b248b6f9a8,True,1,pilot-44
1,4,correct_feasible_plan,True,timing,9032,1,E,oracle,532,fe66fe1966b248b6f9a8,True,1,pilot-44
2,5,correct_feasible_plan,True,timing,9515,1,E,model,590,fe66fe1966b248b6f9a8,True,1,pilot-44
2,4,correct_feasible_plan,True,timing,9032,1,E,oracle,532,fe66fe1966b248b6f9a8,True,1,pilot-44
4,5,correct_feasible_plan,True,timing,9515,1,E,model,590,fe66fe1966b248b6f9a8,True,1,pilot-44
4,4,correct_feasible_plan,True,timing,9032,1,E,oracle,532,fe66fe1966b248b6f9a8,True,1,pilot-44
0,1,correct_feasible_plan,True,timing,2258,0,A,model,139,fe66fe1966b248b6f9a8,True,,pilot-44
0,4,correct_feasible_plan,True,scope,9504,0,D,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
0,4,correct_feasible_plan,True,scope,9504,0,D,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
1,4,correct_feasible_plan,True,scope,9504,0,D,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
1,4,correct_feasible_plan,True,scope,9504,0,D,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
2,4,correct_feasible_plan,True,scope,9504,0,D,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
2,4,correct_feasible_plan,True,scope,9504,0,D,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
4,4,correct_feasible_plan,True,scope,9504,0,D,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
4,4,correct_feasible_plan,True,scope,9504,0,D,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
0,4,correct_feasible_plan,True,scope,9504,0,E,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
0,4,correct_feasible_plan,True,scope,9504,0,E,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
1,4,correct_feasible_plan,True,scope,9504,0,E,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
1,4,correct_feasible_plan,True,scope,9504,0,E,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
2,4,correct_feasible_plan,True,scope,9504,0,E,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
2,4,correct_feasible_plan,True,scope,9504,0,E,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
4,4,correct_feasible_plan,True,scope,9504,0,E,model,496,038fd4fee03b0d834ab4,True,1,pilot-45
4,4,correct_feasible_plan,True,scope,9504,0,E,oracle,496,038fd4fee03b0d834ab4,True,1,pilot-45
0,1,correct_feasible_plan,True,scope,2376,0,A,model,121,038fd4fee03b0d834ab4,True,,pilot-45
0,4,correct_infeasibility,True,infeasible,8936,0,D,model,604,,False,1,pilot-46
0,4,correct_infeasibility,True,infeasible,8936,0,D,oracle,604,,False,1,pilot-46
1,4,correct_infeasibility,True,infeasible,8936,0,D,model,604,,False,1,pilot-46
1,4,correct_infeasibility,True,infeasible,8936,0,D,oracle,604,,False,1,pilot-46
2,4,correct_infeasibility,True,infeasible,8936,0,D,model,604,,False,1,pilot-46
2,4,correct_infeasibility,True,infeasible,8936,0,D,oracle,604,,False,1,pilot-46
4,4,correct_infeasibility,True,infeasible,8936,0,D,model,604,,False,1,pilot-46
4,4,correct_infeasibility,True,infeasible,8936,0,D,oracle,604,,False,1,pilot-46
0,4,correct_infeasibility,True,infeasible,8936,0,E,model,604,,False,1,pilot-46
0,4,correct_infeasibility,True,infeasible,8936,0,E,oracle,604,,False,1,pilot-46
